"title","audience_score","type","genre","runtime","year","mpaa_rating","imdb_num_votes","critics_score","critics_rating","best_pic_nom","best_pic_win","best_actor_win","best_actress_win","best_dir_win","audience_rating","director","actor1","actor2","actor3","actor4","actor5","rt_url","imdb_url","imdb_id"
"Starman",69,"Feature Film","Drama",115,1984,"PG-13",28247,79,"Fresh","no","no","yes","no","no","Upright","John Carpenter","Jeff Bridges","Karen Allen","Charles Martin Smith","Richard Jaeckel","Robert Phalen","http://www.rottentomatoes.com/m/starman/","http://www.imdb.com/title/tt0088172/","88172"
"Contact",78,"Feature Film","Mystery & Suspense",150,1997,"PG",164826,63,"Fresh","no","no","no","no","yes","Upright","Robert Zemeckis","Natalie Allen","Michael Chaban","Sami Chester","Conroy Chino","Geraldine Ferraro","http://www.rottentomatoes.com/m/1078021-contact/","http://www.imdb.com/title/tt0118884/","118884"
"Smiley",31,"Feature Film","Horror",90,2012,"R",5720,18,"Rotten","no","no","no","no","no","Spilled","Michael J. Gallagher","Caitlin Gerard","Melanie Papalia","Shane Dawson","Andrew James Allen","Roger Bart","http://www.rottentomatoes.com/m/smiley_2012/","http://www.imdb.com/title/tt2025667/","2025667"
"Fly Away Home",69,"Feature Film","Drama",107,1996,"PG",17448,85,"Fresh","no","no","no","no","no","Upright","Carroll Ballard","Jeff Daniels","Anna Paquin","Dana Delany","Terry Kinney","Holter Graham","http://www.rottentomatoes.com/m/fly_away_home/","http://www.imdb.com/title/tt0116329/","116329"
"Another Year",74,"Feature Film","Drama",129,2010,"PG-13",20768,93,"Certified Fresh","no","no","no","no","no","Upright","Mike Leigh","Jim Broadbent","Ruth Sheen","Lesley Manville","Oliver Maltman","Peter Wight","http://www.rottentomatoes.com/m/another_year_2010/","http://www.imdb.com/title/tt1431181/","1431181"
"The MacKintosh Man",45,"Feature Film","Mystery & Suspense",98,1973,"PG",2646,50,"Rotten","no","no","yes","no","yes","Spilled","John Huston","Paul Newman","Dominique Sanda","James Mason","Harry Andrews","Ian Bannen","http://www.rottentomatoes.com/m/mackintosh_man/","http://www.imdb.com/title/tt0070351/","70351"
"My Giant",26,"Feature Film","Drama",103,1998,"PG",5367,19,"Rotten","no","no","no","no","no","Spilled","Michael Lehmann","Kathleen Quinlan","Gheorghe Muresan","Joanna Pacula","Zane Carney","Rider Strong","http://www.rottentomatoes.com/m/my_giant/","http://www.imdb.com/title/tt0120765/","120765"
"Hear No Evil",38,"Feature Film","Mystery & Suspense",97,1993,"R",784,13,"Rotten","no","no","no","yes","no","Spilled","Robert Greenwald","Marlee Matlin","D.B. Sweeney","Martin Sheen","John C. McGinley","Christina Carlisi","http://www.rottentomatoes.com/m/hear_no_evil/","http://www.imdb.com/title/tt0107090/","107090"
"Meet the Robinsons",74,"Feature Film","Action & Adventure",95,2007,"G",53744,66,"Fresh","no","no","no","no","no","Upright","Stephen Anderson","Daniel Hansen","Jordan Fry","Wesley Singerman","Angela Bassett","Tom Selleck","http://www.rottentomatoes.com/m/meet_the_robinsons/","http://www.imdb.com/title/tt0396555/","396555"
"The Brood",67,"Feature Film","Other",92,1979,"R",14647,80,"Fresh","no","no","no","no","no","Upright","David Cronenberg","Oliver Reed","Samantha Eggar","Art Hindle","Cindy Hinds","Henry Beckman","http://www.rottentomatoes.com/m/brood/","http://www.imdb.com/title/tt0078908/","78908"
"Motel Hell",50,"Feature Film","Horror",101,1980,"R",5609,65,"Fresh","no","no","no","no","no","Spilled","Kevin Connor","Rory Calhoun","Paul Linke","Nancy Parsons","Nina Axelrod","Wolfman Jack","http://www.rottentomatoes.com/m/motel_hell/","http://www.imdb.com/title/tt0081184/","81184"
"The Mask",67,"Feature Film","Action & Adventure",101,1994,"PG-13",209548,77,"Certified Fresh","no","no","no","no","no","Upright","Chuck Russell","Jim Carrey","Cameron Diaz","Peter Riegert","Peter Greene","Amy Yasbeck","http://www.rottentomatoes.com/m/1053779-mask/","http://www.imdb.com/title/tt0110475/","110475"
"The Four Feathers",65,"Feature Film","Drama",132,2002,"PG-13",25546,41,"Rotten","no","no","no","no","no","Upright","Shekhar Kapur","Mohamed Bouich","Heath Ledger","Wes Bentley","Kate Hudson","Djimon Hounsou","http://www.rottentomatoes.com/m/four_feathers/","http://www.imdb.com/title/tt0240510/","240510"
"The Life Aquatic with Steve Zissou",73,"Feature Film","Other",119,2004,"Unrated",114007,73,"Fresh","no","no","no","no","no","Upright","David Teboul","Lucienne Mathieu Saint Laurent","Pierre Berge","Edmonde Charles-Roux","Loulou De La Falaise","Betty Catroux","http://www.rottentomatoes.com/m/yves_st_laurent_his_life_and_times_2004/","http://www.imdb.com/title/tt0362270/","362270"
"Vamp",49,"Feature Film","Horror",93,1986,"R",3065,40,"Rotten","no","no","no","no","no","Spilled","Richard Wenk","Chris Makepeace","Sandy Baron","Robert Rusler","Grace Jones","Dedee Pfeiffer","http://www.rottentomatoes.com/m/vamp/","http://www.imdb.com/title/tt0092147/","92147"
"Parenthood",75,"Feature Film","Comedy",124,1989,"PG-13",32015,92,"Certified Fresh","no","no","no","no","yes","Upright","Ron Howard","Steve Martin","Mary Steenburgen","Dianne Wiest","Jason Robards","Rick Moranis","http://www.rottentomatoes.com/m/parenthood/","http://www.imdb.com/title/tt0098067/","98067"
"Deja Vu",73,"Feature Film","Drama",126,2006,"PG-13",206584,55,"Rotten","no","no","yes","no","no","Upright","Tony Scott","Julie Adams","Denzel Washington","Val Kilmer","Paula Patton","Jim Caviezel","http://www.rottentomatoes.com/m/deja_vu/","http://www.imdb.com/title/tt0453467/","453467"
"Tarnation",82,"Documentary","Other",88,2003,"Unrated",5394,92,"Certified Fresh","no","no","no","no","no","Upright","Jonathan Caouette","Jonathan Caouette","Renee LeBlanc","Rosemary Davis","Adolph Davis","David Sanin Paz","http://www.rottentomatoes.com/m/tarnation/","http://www.imdb.com/title/tt0390538/","390538"
"The Devils",89,"Feature Film","Drama",111,1971,"R",6769,89,"Fresh","no","no","no","no","no","Upright","Ken Russell","Vanessa Redgrave","Oliver Reed","Dudley Sutton","Gemma Jones","Max Adrian","http://www.rottentomatoes.com/m/devils/","http://www.imdb.com/title/tt0066993/","66993"
"Wildcats",50,"Feature Film","Drama",106,1986,"R",8320,13,"Rotten","no","no","no","no","no","Spilled","Michael Ritchie","Swoosie Kurtz","Robyn Lively","Brandy Gold","James Keach","Jan Hooks","http://www.rottentomatoes.com/m/wildcats/","http://www.imdb.com/title/tt0092214/","92214"
"The Belly of an Architect",80,"Feature Film","Drama",118,1987,"R",3625,91,"Fresh","no","no","no","no","no","Upright","Peter Greenaway","Brian Dennehy","Chloe Webb","Lambert Wilson","Sergio Fantoni","Vanni Corbellini","http://www.rottentomatoes.com/m/belly_of_an_architect/","http://www.imdb.com/title/tt0092637/","92637"
"New Best Friend",40,"Feature Film","Mystery & Suspense",91,2002,"R",2727,5,"Rotten","no","no","no","no","no","Spilled","Zoe Clarke-Williams","Dominique Swain","Taye Diggs","Mia Kirshner","Meredith Monroe","Rachel True","http://www.rottentomatoes.com/m/new_best_friend/","http://www.imdb.com/title/tt0191074/","191074"
"Dudley Do-Right",23,"Feature Film","Comedy",77,1999,"PG",7382,16,"Rotten","no","no","no","no","no","Spilled","Hugh Wilson","Brendan Fraser","Sarah Jessica Parker","Alfred Molina","Eric Idle","Robert Prosky","http://www.rottentomatoes.com/m/dudley_doright/","http://www.imdb.com/title/tt0160236/","160236"
"Dead Alive",87,"Feature Film","Horror",104,1992,"R",68470,86,"Fresh","no","no","no","no","yes","Upright","Peter Jackson","Timothy Balme","Diana Penalver","Elizabeth Moody","Ian Watkin","Brenda Kendall","http://www.rottentomatoes.com/m/dead_alive/","http://www.imdb.com/title/tt0103873/","103873"
"The Losers",54,"Feature Film","Drama",97,2010,"PG-13",66445,49,"Rotten","no","no","no","no","no","Spilled","Sylvain White","Jeffrey Dean Morgan","Zoe Saldana","Chris Evans","Idris Elba","Columbus Short","http://www.rottentomatoes.com/m/1226860-losers/","http://www.imdb.com/title/tt0480255/","480255"
"Sirens",40,"Feature Film","Drama",98,1993,"R",7756,73,"Fresh","no","no","no","no","no","Spilled","John Duigan","Hugh Grant","Tara Fitzgerald","Sam Neill","Elle Macpherson","Portia de Rossi","http://www.rottentomatoes.com/m/1050728-sirens/","http://www.imdb.com/title/tt0111201/","111201"
"Ladybugs",42,"Feature Film","Comedy",90,1992,"PG-13",6006,14,"Rotten","no","no","no","no","no","Spilled","Sidney J. Furie","Rodney Dangerfield","Jackee","Jackee Harry","Jonathan Brandis","Ilene Graff","http://www.rottentomatoes.com/m/ladybugs/","http://www.imdb.com/title/tt0104670/","104670"
"Universal Soldier: Day of Reckoning",35,"Feature Film","Action & Adventure",114,2012,"R",13837,51,"Rotten","no","no","no","no","no","Spilled",NA,"Jean-Claude Van Damme","Dolph Lundgren","Scott Adkins","Andrei Arlovski","Mariah Bonner","http://www.rottentomatoes.com/m/universal_soldier_day_of_reckoning/","http://www.imdb.com/title/tt1659343/","1659343"
"Going the Distance",53,"Feature Film","Comedy",102,2010,"R",45156,53,"Rotten","no","no","no","no","no","Spilled","Nanette Burstein","Drew Barrymore","Justin Long","Charlie Day","Jason Sudeikis","Christina Applegate","http://www.rottentomatoes.com/m/10012042-going_the_distance/","http://www.imdb.com/title/tt1322312/","1322312"
"Angel Heart",81,"Feature Film","Mystery & Suspense",113,1987,"R",54592,78,"Fresh","no","no","yes","no","no","Upright","Alan Parker","Mickey Rourke","Robert De Niro","Lisa Bonet","Charlotte Rampling","Brownie McGhee","http://www.rottentomatoes.com/m/1000959-angel_heart/","http://www.imdb.com/title/tt0092563/","92563"
"A Star Is Born",71,"Feature Film","Drama",139,1976,"R",4332,31,"Rotten","no","no","no","no","no","Upright","Frank R. Pierson","Kris Kristofferson","Gary Busey","Oliver Clark","Vanetta Fields","Clydie King","http://www.rottentomatoes.com/m/1019831-star_is_born/","http://www.imdb.com/title/tt0075265/","75265"
"Poison Ivy",37,"Feature Film","Drama",90,1992,"R",11919,37,"Rotten","no","no","no","no","no","Spilled","Katt Shea","Drew Barrymore","Sara Gilbert","Tom Skerritt","Cheryl Ladd","Alan Stock","http://www.rottentomatoes.com/m/1039642-poison_ivy/","http://www.imdb.com/title/tt0105156/","105156"
"Ocean's Twelve",61,"Feature Film","Drama",125,2004,"PG-13",229054,55,"Rotten","no","no","no","no","yes","Upright","Steven Soderbergh","George Clooney","Brad Pitt","Matt Damon","Bernie Mac","Don Cheadle","http://www.rottentomatoes.com/m/oceans_twelve/","http://www.imdb.com/title/tt0349903/","349903"
"Staying Alive",39,"Feature Film","Drama",93,1983,"PG",9771,0,"Rotten","no","no","no","no","no","Spilled","Sylvester Stallone","John Travolta","Cynthia Rhodes","Finola Hughes","Steve Inwood","Julie Bovasso","http://www.rottentomatoes.com/m/staying_alive/","http://www.imdb.com/title/tt0086361/","86361"
"Harry Potter and the Goblet of Fire",74,"Feature Film","Action & Adventure",157,2005,"PG-13",308514,88,"Certified Fresh","no","no","no","no","no","Upright","Mike Newell","Daniel Radcliffe","Rupert Grint","Emma Watson","Robbie Coltrane","Ralph Fiennes","http://www.rottentomatoes.com/m/harry_potter_and_the_goblet_of_fire/","http://www.imdb.com/title/tt0330373/","330373"
"Prime Cut",73,"Feature Film","Drama",88,1972,"R",2531,70,"Fresh","no","no","yes","yes","no","Upright","Michael Ritchie","Lee Marvin","Gene Hackman","Angel Tompkins","Gregory Walcott","Sissy Spacek","http://www.rottentomatoes.com/m/prime_cut/","http://www.imdb.com/title/tt0069121/","69121"
"The Music Lovers",77,"Feature Film","Other",123,1970,"R",1505,73,"Fresh","no","no","no","yes","no","Upright","Ken Russell","Richard Chamberlain","Glenda Jackson","Max Adrian","Christopher Gable","Isabella Telezynska","http://www.rottentomatoes.com/m/music_lovers/","http://www.imdb.com/title/tt0066109/","66109"
"Monsters vs. Aliens",59,"Feature Film","Action & Adventure",94,2009,"PG",91937,72,"Fresh","no","no","no","yes","no","Spilled","Robert Letterman","Reese Witherspoon","Hugh Laurie","Seth Rogen","Will Arnett","Kiefer Sutherland","http://www.rottentomatoes.com/m/monsters_vs_aliens/","http://www.imdb.com/title/tt0892782/","892782"
"Slums of Beverly Hills",68,"Feature Film","Other",91,1998,"R",8585,80,"Certified Fresh","no","no","no","no","no","Upright","Tamara Jenkins","Natasha Lyonne","Alan Arkin","Marisa Tomei","Jessica Walter","Eli Marienthal","http://www.rottentomatoes.com/m/slums_of_beverly_hills/","http://www.imdb.com/title/tt0120831/","120831"
"Layer Cake",85,"Feature Film","Drama",105,2004,"R",114447,81,"Certified Fresh","no","no","no","no","no","Upright","Matthew Vaughn","Daniel Craig","Colm Meaney","Kenneth Cranham","George Harris","Jamie Foreman","http://www.rottentomatoes.com/m/layer_cake/","http://www.imdb.com/title/tt0375912/","375912"
"Hey, Boo: Harper Lee and 'To Kill a Mockingbird'",80,"Documentary","Other",78,2010,"Unrated",221,77,"Fresh","no","no","no","no","no","Upright","Mary Murphy","Jennifer Laird White","Jane Beasley","Bob Mayer","Christopher Seward","Donna Coney Island","http://www.rottentomatoes.com/m/hey_boo_harper_lee_and_to_kill_a_mockingbird/","http://www.imdb.com/title/tt1638979/","1638979"
"At Play in the Fields of the Lord",74,"Feature Film","Drama",189,1991,"R",2423,50,"Rotten","no","no","no","no","no","Upright","David Jones (II)","Tom Berenger","Tom Waits","Jose Dumont","John Lithgow","Daryl Hannah","http://www.rottentomatoes.com/m/at_play_in_the_fields_of_the_lord/","http://www.imdb.com/title/tt0101373/","101373"
"Rocky Balboa",76,"Feature Film","Drama",102,2006,"PG",131362,76,"Certified Fresh","no","no","no","no","no","Upright","Sylvester Stallone","Sylvester Stallone","Burt Young","Milo Ventimiglia","Geraldine Hughes","Antonio Tarver","http://www.rottentomatoes.com/m/rocky_balboa/","http://www.imdb.com/title/tt0479143/","479143"
"Down in the Valley",54,"Feature Film","Other",108,2005,"R",15677,52,"Rotten","no","no","no","no","no","Spilled","David Jacobson","Edward Norton","Evan Rachel Wood","David Morse","Bruce Dern","Rory Culkin","http://www.rottentomatoes.com/m/down_in_the_valley/","http://www.imdb.com/title/tt0398027/","398027"
"Home Alone 3",27,"Feature Film","Comedy",102,1997,"PG",54628,27,"Rotten","no","no","no","no","no","Spilled","Raja Gosnell","Alex D. Linz","Olek Krupa","Rya Kihlstedt","Lenny von Dohlen","David Thornton","http://www.rottentomatoes.com/m/home_alone_3/","http://www.imdb.com/title/tt0119303/","119303"
"Porky's",58,"Feature Film","Comedy",94,1982,"R",28081,30,"Rotten","no","no","no","no","no","Spilled","Bob Clark (III)","Dan Monahan","Mark Herrier","Wyatt Knight","Kim Cattrall","Roger Wilson","http://www.rottentomatoes.com/m/1016561-porkys/","http://www.imdb.com/title/tt0084522/","84522"
"Meet Wally Sparks",32,"Feature Film","Comedy",105,1997,"R",2205,14,"Rotten","no","no","no","no","no","Spilled","Peter Baldwin","Rodney Dangerfield","Debi Mazar","Cindy Williams","Burt Reynolds","David Ogden Stiers","http://www.rottentomatoes.com/m/meet_wally_sparks/","http://www.imdb.com/title/tt0119644/","119644"
"Breaker Morant",91,"Feature Film","Other",107,1980,"PG",9303,100,"Fresh","no","no","no","no","no","Upright","Bruce Beresford","Edward Woodward","Bryan Brown","Lewis Fitz-Gerald","Jack Thompson","John Waters","http://www.rottentomatoes.com/m/breaker_morant/","http://www.imdb.com/title/tt0080310/","80310"
"Punishment Park",90,"Feature Film","Other",88,1971,"R",4007,100,"Fresh","no","no","no","no","no","Upright","Peter Watkins","Kent Foreman","Patrick Watkins","Stan Armsted","Paul Alelyanes","Carmen Argenziano","http://www.rottentomatoes.com/m/punishment_park/","http://www.imdb.com/title/tt0067633/","67633"
"The World's End",72,"Feature Film","Comedy",109,2013,"R",130012,89,"Certified Fresh","no","no","no","no","no","Upright","Edgar Wright","Simon Pegg","Nick Frost","Martin Freeman (II)","Paddy Considine","Eddie Marsan","http://www.rottentomatoes.com/m/the_worlds_end/","http://www.imdb.com/title/tt1213663/","1213663"
"Cop Out",40,"Feature Film","Comedy",107,2010,"R",68350,19,"Rotten","no","no","no","no","no","Spilled","Kevin Smith","Bruce Willis","Tracy Morgan","Adam Brody","Kevin Pollak","Seann William Scott","http://www.rottentomatoes.com/m/cop_out/","http://www.imdb.com/title/tt1385867/","1385867"
"Stone",21,"Feature Film","Mystery & Suspense",105,2010,"R",31341,51,"Rotten","no","no","yes","no","no","Spilled","John J. Curran","Robert De Niro","Edward Norton","Milla Jovovich","Frances Conroy","Enver Gjokaj","http://www.rottentomatoes.com/m/stone/","http://www.imdb.com/title/tt1423995/","1423995"
"xXx: State of the Union",33,"Feature Film","Action & Adventure",101,2005,"R",43374,16,"Rotten","no","no","no","no","no","Spilled","Lee Tamahori","Ice Cube","Samuel L. Jackson","Willem Dafoe","Scott Speedman","Peter Strauss","http://www.rottentomatoes.com/m/xxx_state_of_the_union/","http://www.imdb.com/title/tt0329774/","329774"
"State of Play",73,"Feature Film","Mystery & Suspense",127,2009,"PG-13",102263,84,"Certified Fresh","no","no","yes","yes","no","Upright","Kevin Macdonald","Russell Crowe","Ben Affleck","Rachel McAdams","Helen Mirren","Robin Wright","http://www.rottentomatoes.com/m/1193230-state_of_play/","http://www.imdb.com/title/tt0473705/","473705"
"Black Hawk Down",88,"Feature Film","Drama",144,2001,"R",244395,76,"Certified Fresh","no","no","no","no","no","Upright","Ridley Scott","Josh Hartnett","Ewan McGregor","Tom Sizemore","Eric Bana","Sam Shepard","http://www.rottentomatoes.com/m/black_hawk_down/","http://www.imdb.com/title/tt0265086/","265086"
"The Five Heartbeats",95,"Feature Film","Other",121,1991,"R",2191,38,"Rotten","no","no","no","no","no","Upright","Robert Townsend","Michael Wright","Tico Wells","Leon","Harry J. Lennix","Diahann Carroll","http://www.rottentomatoes.com/m/five_heartbeats/","http://www.imdb.com/title/tt0101891/","101891"
"Postcards from the Edge",66,"Feature Film","Drama",101,1990,"R",9566,90,"Fresh","no","no","yes","yes","yes","Upright","Mike Nichols","Meryl Streep","Shirley MacLaine","Dennis Quaid","Gene Hackman","Richard Dreyfuss","http://www.rottentomatoes.com/m/postcards_from_the_edge/","http://www.imdb.com/title/tt0100395/","100395"
"Annie",69,"Feature Film","Other",126,1982,"G",23836,50,"Rotten","no","no","no","no","yes","Upright","John Huston","Albert Finney","Carol Burnett","Aileen Quinn","Bernadette Peters","Tim Curry","http://www.rottentomatoes.com/m/annie_1981/","http://www.imdb.com/title/tt0083564/","83564"
"Disturbia",77,"Feature Film","Mystery & Suspense",105,2007,"PG-13",167513,68,"Fresh","no","no","no","no","no","Upright","D.J. Caruso","Cathy Immordino","Shia LaBeouf","Carrie-Anne Moss","David Morse","Sarah Roemer","http://www.rottentomatoes.com/m/disturbia/","http://www.imdb.com/title/tt0486822/","486822"
"Weird Science",69,"Feature Film","Other",94,1985,"PG-13",49547,56,"Rotten","no","no","no","no","no","Upright","John Hughes","Anthony Michael Hall","Ilan Mitchell-Smith","Kelly LeBrock","Bill Paxton","Suzanne Snyder","http://www.rottentomatoes.com/m/1023316-weird_science/","http://www.imdb.com/title/tt0090305/","90305"
"The Silence of the Lambs",95,"Feature Film","Mystery & Suspense",118,1991,"R",653663,94,"Certified Fresh","yes","yes","yes","yes","yes","Upright","Jonathan Demme","Jodie Foster","Anthony Hopkins","Scott Glenn","Ted Levine","Anthony Heald","http://www.rottentomatoes.com/m/silence_of_the_lambs/","http://www.imdb.com/title/tt0102926/","102926"
"Assault on Precinct 13",79,"Feature Film","Drama",91,1976,"R",26204,97,"Fresh","no","no","no","no","no","Upright","John Carpenter","Austin Stoker","Darwin Joston","Laurie Zimmer","Martin West","Tony Burton","http://www.rottentomatoes.com/m/1001280-assault_on_precinct_13/","http://www.imdb.com/title/tt0074156/","74156"
"Ride with the Devil",66,"Feature Film","Drama",138,1999,"R",10339,64,"Fresh","no","no","no","no","yes","Upright","Ang Lee","Jewel","Tobey Maguire","Skeet Ulrich","Jonathan Rhys Meyers","Jim Caviezel","http://www.rottentomatoes.com/m/1084873-ride_with_the_devil/","http://www.imdb.com/title/tt0134154/","134154"
"Torque",41,"Feature Film","Action & Adventure",84,2004,"PG-13",21519,23,"Rotten","no","no","no","no","no","Spilled","Joseph Kahn","Martin Henderson","Ice Cube","Monet Mazur","Matt Schulze","Jay Hernandez","http://www.rottentomatoes.com/m/1129132-torque/","http://www.imdb.com/title/tt0329691/","329691"
"Rory O'Shea Was Here",88,"Feature Film","Drama",104,2004,"R",9759,49,"Rotten","no","no","no","no","no","Upright","Damien O'Donnell","James McAvoy","Steven Robertson","Romola Garai","Gerard McSorley","Tom Hickey","http://www.rottentomatoes.com/m/rory_o_shea_was_here/","http://www.imdb.com/title/tt0417791/","417791"
"The Anderson Tapes",54,"Feature Film","Drama",99,1971,"PG",4390,80,"Fresh","no","no","no","no","no","Spilled","Sidney Lumet","Sean Connery","Dyan Cannon","Martin Balsam","Christopher Walken","Ralph Meeker","http://www.rottentomatoes.com/m/anderson_tapes/","http://www.imdb.com/title/tt0066767/","66767"
"Johnny English Reborn",45,"Feature Film","Mystery & Suspense",101,2011,"PG",74525,39,"Rotten","no","no","no","no","no","Spilled","Oliver Parker","Rowan Atkinson","Gillian Anderson","Dominic West","Rosamund Pike","Daniel Kaluuya","http://www.rottentomatoes.com/m/johnny_english_reborn/","http://www.imdb.com/title/tt1634122/","1634122"
"An Unmarried Woman",76,"Feature Film","Drama",124,1978,"R",2647,88,"Fresh","yes","no","no","no","no","Upright","Paul Mazursky","Jill Clayburgh","Alan Bates","Michael Murphy","Cliff Gorman","Pat Quinn","http://www.rottentomatoes.com/m/unmarried_woman/","http://www.imdb.com/title/tt0078444/","78444"
"Lost & Found",28,"Feature Film","Other",95,1999,"PG-13",5296,13,"Rotten","no","no","no","no","no","Spilled","Doug Walker","David Spade","Sophie Marceau","Patrick Bruel","Artie Lange","Mitchell Whitfield","http://www.rottentomatoes.com/m/1087050-lost_and_found/","http://www.imdb.com/title/tt0120836/","120836"
"Towelhead",58,"Feature Film","Drama",124,2007,"R",9531,48,"Rotten","no","no","no","no","no","Spilled","Alan Ball","Summer Bishil","Aaron Eckhart","Peter Macdissi","Toni Collette","Maria Bello","http://www.rottentomatoes.com/m/towelhead/","http://www.imdb.com/title/tt0787523/","787523"
"The Handmaid's Tale",44,"Feature Film","Drama",109,1990,"R",4803,23,"Rotten","no","no","yes","yes","no","Spilled","Volker Schlondorff","Natasha Richardson","Robert Duvall","Faye Dunaway","Aidan Quinn","Elizabeth McGovern","http://www.rottentomatoes.com/m/handmaids_tale/","http://www.imdb.com/title/tt0099731/","99731"
"The Gambler",83,"Feature Film","Drama",111,1974,"R",1768,86,"Fresh","no","no","no","no","no","Upright","Karel Reisz","James Caan","Paul Sorvino","Lauren Hutton","Morris Carnovsky","Jacqueline Brookes","http://www.rottentomatoes.com/m/1008080-gambler/","http://www.imdb.com/title/tt0071532/","71532"
"Nine 1/2 Weeks",56,"Feature Film","Drama",117,1986,"R",24882,64,"Fresh","no","no","no","no","no","Spilled","Adrian Lyne","Mickey Rourke","Kim Basinger","Margaret Whitton","David Margulies","Christine Baranski","http://www.rottentomatoes.com/m/9_12_weeks/","http://www.imdb.com/title/tt0091635/","91635"
"Meet the Parents",79,"Feature Film","Comedy",108,2000,"PG-13",222255,84,"Certified Fresh","no","no","yes","no","no","Upright","Jay Roach","Robert De Niro","Ben Stiller","Teri Polo","Blythe Danner","Owen Wilson","http://www.rottentomatoes.com/m/meet_the_parents/","http://www.imdb.com/title/tt0212338/","212338"
"Boy",85,"Feature Film","Drama",87,2010,"Unrated",5934,86,"Certified Fresh","no","no","no","no","no","Upright","Taika Waititi","James Rolleston","Te Aho Eketone-Whitu","Rajvinder Eria","Moerangi Tihore","Cherilee Martin","http://www.rottentomatoes.com/m/boy_2012/","http://www.imdb.com/title/tt1560139/","1560139"
"Iron Man 2",73,"Feature Film","Action & Adventure",124,2010,"PG-13",383708,73,"Certified Fresh","no","no","no","yes","no","Upright","Jon Favreau","Robert Downey Jr.","Gwyneth Paltrow","Don Cheadle","Mickey Rourke","Sam Rockwell","http://www.rottentomatoes.com/m/iron_man_2/","http://www.imdb.com/title/tt1228705/","1228705"
"The Royal Tenenbaums",89,"Feature Film","Comedy",110,2001,"R",174480,80,"Certified Fresh","no","no","yes","yes","no","Upright","Wes Anderson","Gene Hackman","Anjelica Huston","Gwyneth Paltrow","Ben Stiller","Luke Wilson","http://www.rottentomatoes.com/m/the_royal_tenenbaums/","http://www.imdb.com/title/tt0265666/","265666"
"Suburbia",80,"Feature Film","Drama",94,1983,"R",2584,91,"Fresh","no","no","no","no","no","Upright","Penelope Spheeris","Chris Pedersen","Chris Pederson","Bill Coyne","Jennifer Clay","Michael Bayer","http://www.rottentomatoes.com/m/1020398-suburbia/","http://www.imdb.com/title/tt0086589/","86589"
"Ironweed",61,"Feature Film","Other",143,1987,"R",5360,65,"Fresh","no","no","yes","yes","no","Upright","Hector Babenco","Jack Nicholson","Meryl Streep","Carroll Baker","Tom Waits","Michael O'Keefe","http://www.rottentomatoes.com/m/ironweed/","http://www.imdb.com/title/tt0093277/","93277"
"Tomorrow Never Dies",54,"Feature Film","Drama",119,1997,"PG-13",125332,57,"Rotten","no","no","no","no","no","Spilled","Roger Spottiswoode","Don Baker","Pierce Brosnan","Jonathan Pryce","Michelle Yeoh","Teri Hatcher","http://www.rottentomatoes.com/m/tomorrow_never_dies/","http://www.imdb.com/title/tt0120347/","120347"
"Serial Mom",72,"Feature Film","Drama",95,1994,"R",18383,60,"Fresh","no","no","no","no","no","Upright","John Waters","Kathleen Turner","Sam Waterston","Ricki Lake","Matthew Lillard","Mary Jo Catlett","http://www.rottentomatoes.com/m/serial_mom/","http://www.imdb.com/title/tt0111127/","111127"
"Quigley Down Under",73,"Feature Film","Other",119,1990,"PG-13",13411,56,"Rotten","no","no","no","no","no","Upright","Simon Wincer","Tom Selleck","Laura San Giacomo","Alan Rickman","Chris Haywood","Ron Haddrick","http://www.rottentomatoes.com/m/quigley_down_under/","http://www.imdb.com/title/tt0102744/","102744"
"Pay It Forward",78,"Feature Film","Drama",123,2000,"PG-13",84665,40,"Rotten","no","no","yes","yes","no","Upright","Mimi Leder","Kevin Spacey","Helen Hunt","Haley Joel Osment","Jay Mohr","Jim Caviezel","http://www.rottentomatoes.com/m/pay_it_forward/","http://www.imdb.com/title/tt0223897/","223897"
"Return of the Living Dead II",43,"Feature Film","Horror",89,1988,"R",11844,0,"Rotten","no","no","no","no","no","Spilled","Ken Wiederhorn","Michael Kenworthy","Thom Mathews","Thom Matthews","James Karen","Thor Van Lingen","http://www.rottentomatoes.com/m/return_of_the_living_dead_2/","http://www.imdb.com/title/tt0095990/","95990"
"Gosford Park",78,"Feature Film","Drama",137,2001,"R",58905,86,"Certified Fresh","yes","no","no","yes","no","Upright","Robert Altman","Kristin Scott-Thomas and Rowan Atkinson","Michael Gambon","Kristin Scott Thomas","Maggie Smith","Helen Mirren","http://www.rottentomatoes.com/m/gosford_park/","http://www.imdb.com/title/tt0280707/","280707"
"Brain Dead",71,"Feature Film","Drama",85,1990,"R",2320,17,"Rotten","no","no","no","no","no","Upright","Adam Simon","Bill Pullman","Bud Cort","Bill Paxton","Nicholas Pryor","Patricia Charbonneau","http://www.rottentomatoes.com/m/brain_dead/","http://www.imdb.com/title/tt0099173/","99173"
"Beowulf",22,"Feature Film","Action & Adventure",95,1999,"R",8865,0,"Rotten","no","no","no","no","no","Spilled","Graham Baker","Brent Jefferson Lowe","Christopher Lambert","Rhona Mitra","Oliver Cotton","Gotz Otto","http://www.rottentomatoes.com/m/1099999-beowulf/","http://www.imdb.com/title/tt0120604/","120604"
